"block";"ID";"deg";"correct";"zaehler_packetID";"durchgang";"MeanAmplitude";"MaxRangeX";"MaxRangeY";"SwayVelocity";"reactionTime";"outlier"
"visualStop";"id18";90;1;17;5;1.58254062157079;3.1827;7.551905;437.75103453355;1959;FALSE
"visualStop";"id53";45;1;17;5;2.72525274897748;5.2033;9.27214;715.161397150076;1967;FALSE
"visualStop";"id48";45;1;27;10;2.28002833326397;7.1806;9.376;536.419413428288;1649;FALSE
"visualStop";"id47";45;1;15;4;2.17174196281151;9.09800000000001;6.94119;665.146737616185;1247;FALSE
"visualStop";"id150";90;1;25;9;4.64603122951338;12.1934;13.9382;304.364728460093;1620;FALSE
"mental";"id82";180;1;23;8;4.67503602328544;9.9594;12.66609;518.779400406772;2422;FALSE
"visualStop";"id9";45;1;27;10;1.16355571913001;3.6649;3.643031;187.030090791921;1327;FALSE
"mental";"id69";90;1;11;2;1.61248898153827;2.3129;6.371923;307.117307367382;1872;FALSE
"visual";"id55";90;1;19;6;1.07226062677453;2.18728;3.25426;213.058591856507;1148;FALSE
"visual";"id5";90;1;13;3;3.7644215417745;15.5504;14.3832;860.267332748597;7176;TRUE
"visual";"id75";135;1;29;11;3.28584900265987;10.868;7.695;722.959166900577;2329;FALSE
"visualStop";"id57";180;1;9;1;1.49534762122523;4.9885;6.59206;486.013731407626;3738;FALSE
"mental";"id80";180;1;29;11;1.47030448262876;6.2852;5.66339;219.18831204633;3026;FALSE
"visualStop";"id103";135;1;9;1;1.77915999217237;5.11548;8.25935;481.219235162563;1887;FALSE
"visualStop";"id17";135;1;27;10;2.28980409577684;6.75892;8.557094;479.834280852718;3044;FALSE
"visualStop";"id116";135;1;19;6;3.20455392568988;9.6887;13.62572;776.658172247501;2988;FALSE
"visualStop";"id120";90;1;15;4;2.09588569083925;6.74847;8.15676;438.843558034503;2366;FALSE
"visualStop";"id96";90;1;23;8;2.37332722133544;7.3171;8.50764;710.672861680865;2088;FALSE
"visual";"id23";180;1;21;7;1.26119930958737;4.7535;5.321686;623.581751063225;2602;FALSE
"visual";"id86";135;1;21;7;1.60889440159074;3.3321;4.45372;164.738925321133;2156;FALSE
"visual";"id24";135;1;27;10;2.61527429849205;8.7006;7.16969;176.228369388652;2198;FALSE
"visualStop";"id44";45;1;25;9;1.50311056351079;5.0307;6.29738;536.176179837385;946;FALSE
"visualStop";"id18";135;1;25;9;2.54147839276746;4.5405;10.33124;435.058894377538;2149;FALSE
"mental";"id90";135;1;27;10;1.2279176924341;5.1713;3.646726;532.638443313382;1445;FALSE
"mental";"id33";90;1;15;4;4.8858865586557;20.81105;9.85429;562.811823560655;2255;FALSE
"visual";"id130";180;1;11;2;3.10283541715916;10.5527;11.6921;742.136124322909;4184;FALSE
"mental";"id127";135;1;25;9;2.82989180078455;7.3703;9.76416;486.943110435154;1970;FALSE
"visualStop";"id118";90;1;21;7;5.61870627954819;15.1591;9.058126;231.287569718326;1570;FALSE
"visual";"id95";135;1;11;2;1.31280983172794;4.8505;4.71212;255.548319171252;1413;FALSE
"visual";"id43";135;1;27;10;2.67997974702498;3.4728;13.85928;550.116283347694;2410;FALSE
"visual";"id147";180;1;17;5;1.16218510248469;2.6932;5.42015;277.645381053092;3199;FALSE
"visual";"id34";45;1;27;10;2.46770878791781;7.64697;5.912891;281.819919974211;1895;FALSE
"visual";"id59";180;1;29;11;1.49388334193626;3.759824;6.466;557.494779665767;1800;FALSE
"mental";"id25";90;1;31;12;2.64740086435512;5.33203;10.23091;268.114685197769;1535;FALSE
"visual";"id78";180;1;27;10;1.55203104874326;7.26792;7.61721;727.837618029764;3436;FALSE
"visualStop";"id118";180;1;21;7;4.85982781511484;11.977;10.416536;241.494753540649;2009;FALSE
"mental";"id13";45;1;19;6;2.09613041777542;2.8055;7.45896;189.019941372094;1664;FALSE
"visual";"id92";45;1;11;2;3.00796773864302;6.8041;7.50303;227.759068599766;1329;FALSE
"mental";"id92";90;1;15;4;2.14499160888157;2.5123;7.30837;208.710212602644;994;FALSE
"visualStop";"id96";45;1;27;10;2.87265637729988;6.2541;11.66099;671.293744710847;2180;FALSE
"visual";"id89";180;1;25;9;2.21332355902365;6.7021;7.85524;485.415885012387;1639;FALSE
"visual";"id21";45;1;31;12;6.92467265087698;16.5397;13.84977;171.033114066504;1405;FALSE
"mental";"id124";180;1;11;2;1.66182745497097;6.0889;8.12954;591.740517354315;3972;FALSE
"visualStop";"id33";90;1;25;9;1.83300607836804;6.441648;3.76244;554.00151515441;1921;FALSE
"visualStop";"id97";135;1;25;9;1.54034695662913;4.8706;6.75493;758.927734172512;1283;FALSE
"visualStop";"id10";90;1;19;6;1.16967960321395;3.7249;2.63933;261.12199131629;1079;FALSE
"visualStop";"id102";45;1;25;9;0.896012405038308;2.9998;3.43224;196.143644512509;902;FALSE
"visual";"id58";180;1;11;2;3.28852705069361;10.4785;9.19803;622.458470505209;2939;FALSE
"mental";"id61";90;1;17;5;0.803470303698353;2.9056;2.484276;219.041279418912;2260;FALSE
"mental";"id24";180;1;31;12;6.21921864067084;15.1596;14.85374;175.912594993185;3103;FALSE
"mental";"id24";45;1;11;2;3.40948973890444;6.0205;17.75902;165.580504473265;5675;TRUE
"visual";"id73";45;1;15;4;1.92148133863536;5.23113;3.65703;164.92455217962;1275;FALSE
"mental";"id13";135;1;17;5;2.29481116930133;7.0207;7.545289;175.437421932755;5411;FALSE
"visual";"id32";45;1;27;10;1.41138911141018;3.586;6.36091;683.642542078005;1184;FALSE
"visualStop";"id131";135;1;11;2;2.44027121663136;9.6652;7.3252;477.810526755238;2585;FALSE
"visual";"id15";45;1;13;3;2.99198946202463;4.6455;12.7224;571.230868828987;1592;FALSE
"mental";"id65";45;1;25;9;2.83425338265012;8.9065;5.87556;232.860043424966;1519;FALSE
"visual";"id146";180;1;25;9;1.93233643131445;7.697059;6.649802;221.583905061378;3424;FALSE
"visual";"id47";135;1;13;3;2.44904652843733;3.3726;9.05175;663.527987488485;1718;FALSE
"visualStop";"id50";45;1;17;5;1.80845675771206;5.5801;4.45469;238.217680084753;1969;FALSE
"visualStop";"id6";135;1;17;5;1.22937444935803;3.8773;5.36712;504.978740196133;3005;FALSE
"visualStop";"id8";180;1;29;11;2.58872978981869;10.81189;6.0221;551.134100995894;2139;FALSE
"visual";"id96";45;1;13;3;1.32964759863452;6.4004;4.521769;692.623673236254;1406;FALSE
"mental";"id20";45;1;31;12;2.37750966312646;7.9168;4.32072;282.589121965725;1727;FALSE
"mental";"id107";45;1;21;7;1.90636228094275;6.1646;6.57133;503.179112943639;1622;FALSE
"mental";"id124";180;1;29;11;3.32740461660472;10.8201;6.84541;576.710289550616;3565;FALSE
"mental";"id79";45;1;29;11;1.52928647043945;3.9429;4.8549;275.954841559663;865;FALSE
"visualStop";"id77";135;1;19;6;3.54899013383468;10.2969;10.49601;546.312905161033;2594;FALSE
"visualStop";"id43";45;1;9;1;2.20309371711901;7.48053;8.05125;541.679477355226;3578;TRUE
"mental";"id81";180;1;17;5;1.69996875449435;7.0436;7.56616;562.054906778306;6194;FALSE
"visualStop";"id65";90;1;13;3;1.37309910282622;4.1602;5.430922;245.912371962384;1665;FALSE
"visual";"id111";135;1;31;12;2.08163580432356;4.1789;9.4811;800.505759545598;1930;FALSE
"visualStop";"id2";45;1;19;6;0.977588311023863;2.8065;4.7524106;636.569714476175;945;FALSE
"visualStop";"id140";135;1;31;12;1.30250325992154;3.04859999999999;4.1411;118.425400359321;1496;FALSE
"visual";"id40";45;1;31;12;1.53733015377233;5.4607;4.10899;603.509817194411;918;FALSE
"visual";"id113";180;1;19;6;2.34363948443509;3.3273;8.82892;211.12166777737;1821;FALSE
"visualStop";"id58";45;1;29;11;2.02454340301357;6.6665;4.5826;616.800437672501;1331;FALSE
"visual";"id67";135;1;29;11;2.46198506656327;5.9462;11.12367;425.40984581757;1986;FALSE
"visualStop";"id147";135;1;9;1;3.19302241736395;5.7418;13.95439;286.193973106516;3319;FALSE
"visualStop";"id37";135;1;25;9;1.56062141462148;5.1223;6.45491;778.036168940221;1321;FALSE
"visualStop";"id40";90;1;11;2;2.8936743462476;4.5947;9.776575;594.875744023853;1090;FALSE
"mental";"id109";180;1;19;6;2.68212639628516;8.7848;9.91778;266.74543813666;3576;FALSE
"visualStop";"id23";45;1;27;10;0.914798740180273;3.17087;4.9925;612.506468652685;1384;FALSE
"mental";"id2";45;1;23;8;2.64617479342656;4.5305;11.18207;640.525921573778;2445;FALSE
"mental";"id1";90;1;29;11;0.97633183574341;4.5215;4.81949;500.090164462758;1633;FALSE
"visual";"id135";45;1;17;5;2.17149746003219;5.62222;7.84575;640.742068066692;2076;FALSE
"visual";"id122";180;1;29;11;1.45181937616305;6.56261;5.6833;593.103245863499;3203;FALSE
"visualStop";"id19";45;1;29;11;1.32497732278783;4.6261;3.8019;277.329565602674;1058;FALSE
"visualStop";"id72";180;1;9;1;3.29477871783007;8.11960000000001;10.25743;644.110098810594;2622;FALSE
"visualStop";"id77";45;1;29;11;3.06019503005477;9.2122;10.229764;573.031147554388;1401;FALSE
"mental";"id71";45;1;19;6;1.91396380788031;4.9197;5.81835;218.322446081134;1572;FALSE
"visual";"id49";135;1;13;3;2.78562310284783;9.16551;11.31174;572.143642576513;2641;FALSE
"visualStop";"id34";45;1;21;7;0.961372040197478;1.3624;5.31041;245.288856009819;1720;FALSE
"visual";"id8";45;1;25;9;1.43997636667411;6.0076;5.50913;552.602568649003;2257;FALSE
"mental";"id38";45;1;9;1;1.43790908199915;4.21270000000001;4.5887;288.417048845192;2563;FALSE
"visualStop";"id82";180;1;13;3;3.21019437226639;12.6356;9.61213;505.512515234518;3045;FALSE
"visualStop";"id120";180;1;11;2;3.18104178085614;7.41895;9.616;432.231305981007;1832;FALSE
"visualStop";"id144";180;1;27;10;1.25005899678324;1.4987;5.396355;236.060158494928;1409;FALSE
"visual";"id27";45;1;13;3;1.6992261200733;4.0836;5.13965;217.370119927619;2018;FALSE
"visualStop";"id136";135;1;27;10;2.4756795438057;8.53217;5.4447;451.691444729533;2133;FALSE
"visual";"id43";90;1;21;7;2.35982635538781;2.9806;12.20157;526.596817910082;2304;FALSE
"mental";"id147";45;1;19;6;1.17034392497458;2.836;4.53537;295.742071373713;1890;FALSE
"mental";"id112";135;1;15;4;6.15232562599354;7.869;19.87338;586.692774788828;2713;FALSE
"visualStop";"id101";135;1;19;6;3.52084313217325;9.0185;10.44642;566.033440112826;2537;FALSE
"mental";"id136";135;1;17;5;1.70805303549229;4.8606;5.28938;435.102230696511;2120;FALSE
"visualStop";"id9";135;1;15;4;2.07122352971628;3.8095;6.95847;197.750963643563;1800;FALSE
"visual";"id97";45;1;19;6;0.990563958865521;3.9312;4.80915;729.436921230726;1821;FALSE
"visual";"id55";45;1;23;8;1.21770496310606;3.1294;4.05298;198.369782103296;1827;FALSE
"visualStop";"id37";135;1;13;3;2.23820812495114;5.9777;8.69;756.398731186495;2677;FALSE
"mental";"id19";45;1;25;9;1.6192567626008;3.1746;6.82474;267.56328563624;1722;FALSE
"visual";"id77";135;1;23;8;1.47240869155361;4.7007;6.40548;551.958404371277;1928;FALSE
"visualStop";"id22";90;1;31;12;3.17311055653851;6.90790000000001;13.9061;701.521513844201;1743;FALSE
"visualStop";"id49";135;1;29;11;1.13527177305006;4.3739;5.38653;598.860225330389;1398;FALSE
"visualStop";"id55";180;1;31;12;1.00403662816458;3.5;3.821944;228.683234258925;2170;FALSE
"visual";"id49";90;1;15;4;1.86073580170457;5.74217;8.83972;600.992973183143;2412;FALSE
"mental";"id10";45;1;29;11;0.714688250145502;2.9768;3.3635;283.549811572135;1168;FALSE
"mental";"id135";180;1;23;8;2.97909688496969;8.38886;8.69038;625.591113239133;3115;FALSE
"mental";"id31";90;1;31;12;2.07831917039967;5.8376;9.0540294;716.806887092683;2480;FALSE
"visual";"id67";135;1;13;3;2.04824811103837;3.6498;9.12015;411.343254410649;2399;FALSE
"mental";"id8";45;1;27;10;1.46920214938491;3.6797;5.85138;531.102519250294;1372;FALSE
"mental";"id143";45;1;13;3;0.598684299356968;1.6902;3.76617;421.590852996691;1546;FALSE
"visual";"id69";180;1;17;5;1.55350160672384;5.2032;3.867707;278.597335306158;2076;FALSE
"visual";"id68";45;1;27;10;1.6698401712952;6.0211;3.52256;385.881742256575;1362;FALSE
"visualStop";"id104";135;1;21;7;1.42859526590599;4.7129;5.57553;228.389183428751;1662;FALSE
"visual";"id33";90;1;27;10;1.35881589078791;3.05582;6.76141;577.992121137897;1619;FALSE
"visualStop";"id26";45;1;9;1;5.02891687375741;11.666847;16.045103;738.707892500374;2341;FALSE
"visual";"id103";180;1;23;8;2.62998101385291;7.71323;7.59692;530.274610848709;1718;FALSE
"visualStop";"id146";90;1;11;2;2.49908105601723;4.8946;9.04913;251.428153671646;2446;FALSE
"visualStop";"id12";180;1;27;10;1.70309014849296;5.046;6.649282;561.064296536183;2077;FALSE
"mental";"id101";180;1;9;1;2.79653650278516;8.08611;15.95081;563.557770502338;5867;FALSE
"visualStop";"id113";135;1;27;10;2.01254475775013;5.9998;4.76469;202.640415446173;1789;FALSE
"mental";"id36";45;1;31;12;4.92585029489778;17.02679;6.5311;198.702559422224;1083;FALSE
"mental";"id3";180;1;19;6;0.994536679074621;3.8387;5.12057;721.504316411577;1183;FALSE
"mental";"id9";180;1;21;7;1.11641411074771;1.9243;4.493819;215.345057050774;2137;FALSE
"visual";"id117";180;1;9;1;3.3554298500482;11.5903;10.54305;525.902842900555;5019;FALSE
"mental";"id71";135;1;31;12;1.00039898189853;3.2609;3.33009;225.129227372968;1522;FALSE
"mental";"id127";135;1;25;9;3.58766193547236;10.81769;12.41079;513.198597582493;2016;FALSE
"visual";"id114";180;1;11;2;2.00878475921405;4.8529;7.76381;504.959824127691;2582;FALSE
"visualStop";"id40";45;1;23;8;4.67058373237996;9.33412;14.5744;547.41085957013;2023;FALSE
"visualStop";"id53";90;1;17;5;2.30533756813044;5.184;12.15312;692.518868658367;1914;FALSE
"visualStop";"id128";45;1;17;5;1.7307704552454;3.4417;8.95884;524.355360753966;1506;FALSE
"visual";"id56";180;1;31;12;3.53513618863543;10.904;16.167833;495.576934225103;5671;TRUE
"visualStop";"id41";90;1;29;11;0.711567969334252;2.1466;3.16716;142.9122322442;1681;FALSE
"mental";"id80";90;1;29;11;1.73353393107668;5.5122;7.508688;221.116413914094;2430;FALSE
"visual";"id107";45;1;31;12;0.875389937693345;4.4539;3.14325;504.548126599023;1039;FALSE
"visual";"id40";90;1;9;1;1.51187515882231;6.773;3.89415;542.904314925291;1343;FALSE
"visualStop";"id72";180;1;11;2;3.86746456717591;9.5307;11.630694;670.388155177231;2719;FALSE
"mental";"id112";45;1;23;8;2.80170326303724;10.5949;7.43056;572.451973774552;1094;FALSE
"visualStop";"id69";135;1;27;10;0.775016035518966;2.9287;2.877294;341.274373266481;2118;FALSE
"mental";"id17";45;1;13;3;2.99810548258882;8.0609;11.14861;498.568523543531;3175;FALSE
"visual";"id57";45;1;29;11;0.715457631550647;3.3506054;3.46965;465.559664995864;1487;FALSE
"visual";"id79";90;1;15;4;2.1512461979227;7.3066;5.16279;251.321992552981;2117;FALSE
"visualStop";"id57";135;1;25;9;1.47459159576467;4.9022;6.51973;495.237077560857;2222;FALSE
"visualStop";"id65";180;1;23;8;4.77328853756104;7.8964;15.583092;212.465835102289;2814;FALSE
"mental";"id53";180;1;27;10;4.02204683350286;8.4173;15.70719;701.65233822366;2863;FALSE
"visual";"id104";135;1;27;10;1.41709749261923;2.5865;5.30533;268.226941098234;1281;FALSE
"visual";"id143";45;1;27;10;1.45807722550356;6.1049;3.74396;446.234014425828;1458;FALSE
"visualStop";"id127";45;1;17;5;0.757160285996792;2.52343;3.73846;489.817763153816;957;FALSE
"visual";"id84";45;1;23;8;1.66173506452516;6.5773;4.29659;728.760584663971;1610;FALSE
"visual";"id41";135;1;17;5;3.289351428397;8.0565;8.38285;170.937971881156;3120;FALSE
"mental";"id40";90;1;19;6;4.16892969517467;8.60723;13.25991;580.791378127037;1492;FALSE
"visualStop";"id8";180;1;31;12;4.38702608111597;5.1285;13.46301;546.728715563612;2150;FALSE
"visualStop";"id107";45;1;19;6;0.630948853091649;2.596;3.57809;516.256787497894;1410;FALSE
"visual";"id52";180;1;9;1;4.19800019644812;10.1046;17.33832;197.932103896587;3420;FALSE
"visual";"id23";180;1;21;7;1.51251683610999;5.2356;7.204707;624.824474730697;3749;FALSE
"visual";"id108";180;1;19;6;1.46889553516776;3.9841;6.42207;628.465931672761;1836;FALSE
"visualStop";"id74";90;1;19;6;0.742977794160194;2.7648;3.95222;542.186333102312;1335;FALSE
"visual";"id65";135;1;31;12;5.98003699007997;14.711;14.75554;215.613930212452;2586;FALSE
"mental";"id79";135;1;31;12;1.91298093113073;5.4182;6.269427;233.910883560989;1591;FALSE
"visual";"id89";45;1;15;4;0.971144191455207;5.2575;3.01682;512.125209596084;1350;FALSE
"visualStop";"id110";90;1;21;7;3.0380666227239;6.6292;8.99468;245.911328509997;1572;FALSE
"visualStop";"id145";135;1;21;7;2.49833229805972;8.434;8.41684;460.179203501184;1945;FALSE
"mental";"id97";45;1;29;11;1.91763648403349;6.368;7.50557;739.71334730064;1310;FALSE
"mental";"id12";180;1;29;11;1.18749990158956;4.4296;5.1863;562.664340805178;1406;FALSE
"mental";"id78";180;1;31;12;4.17286739465151;8.5987;15.19063;719.063839290733;4694;FALSE
"visualStop";"id99";90;1;27;10;0.351345415166358;1.0309;1.45461;497.054663540323;22;TRUE
"visual";"id111";90;1;9;1;2.68934031173909;5.2864;11.35268;787.137515808968;1918;FALSE
"mental";"id79";90;1;9;1;2.40953179912957;7.3619;3.770837;244.728165002385;1384;FALSE
"visualStop";"id33";135;1;13;3;2.13245674232218;4.33703;8.8043;577.896774617107;2023;FALSE
"visualStop";"id88";180;1;27;10;0.89117966006882;3.1082;3.4446;284.569639291248;1948;FALSE
"visualStop";"id72";45;1;11;2;2.50343087465022;9.093;7.049856;660.386900283521;2004;FALSE
"visualStop";"id37";90;1;25;9;1.78252017085167;4.5445;7.19826;774.35810365314;1408;FALSE
"visualStop";"id61";180;1;27;10;3.63523813447865;9.8025;11.2567;216.661948040833;3340;FALSE
"mental";"id120";135;1;13;3;1.78976146753192;7.13779;6.81399;438.483316559295;1499;FALSE
"visualStop";"id104";180;1;15;4;2.59647114870983;8.3596;5.61697;279.851393333879;2337;FALSE
"visualStop";"id65";180;1;13;3;2.26693447769793;6.662;6.87325;249.499381371944;2693;FALSE
"visualStop";"id148";180;1;13;3;4.68267739123893;11.9435;17.77439;567.109556965252;2697;FALSE
"mental";"id112";180;1;15;4;2.64906932066117;9.32340000000001;12.03641;583.202049062864;2979;FALSE
"visualStop";"id99";135;1;15;4;1.47493582923523;3.8897;6.23159;548.478309348601;3013;FALSE
"visualStop";"id104";135;1;21;7;1.27158172703267;2.6643;5.04733;226.139517865132;1640;FALSE
"visualStop";"id40";135;1;17;5;0.907670754600958;4.6633;3.80252;597.19752664613;1830;FALSE
"visual";"id84";180;1;23;8;1.69799314765519;6.4597;4.35184;738.81738420024;2104;FALSE
"visualStop";"id58";180;1;13;3;0.91357144950689;3.9325;5.3467;636.224982942106;1751;FALSE
"visualStop";"id53";180;1;21;7;3.88149692782641;7.0788;16.55812;746.993751436729;2566;FALSE
"visual";"id37";45;1;17;5;0.840632899109458;3.4265;4.958592;733.230565347345;1666;FALSE
"mental";"id52";45;1;17;5;3.53440144931602;6.1201;11.05622;178.092212588639;1798;FALSE
"visualStop";"id30";180;1;13;3;15.0938543681479;59.2078;27.56309;183.595624678307;3811;FALSE
"visual";"id38";90;1;29;11;2.12831504180329;7.2281;5.0093;249.822597646036;1504;FALSE
"visualStop";"id68";90;1;31;12;2.27673151780004;7.9972;4.1678;422.345381745734;1676;FALSE
"visual";"id146";45;1;25;9;1.72667485627102;3.6907;5.04957;256.598992414178;1655;FALSE
"visualStop";"id82";90;1;29;11;1.34213548349086;4.0695;5.3581;520.687102781877;1471;FALSE
"mental";"id2";135;1;23;8;3.47102431104258;8.9938;9.487281;643.455180859896;2173;FALSE
"visualStop";"id6";45;1;31;12;2.3512225433036;3.82729999999999;7.731;514.492714165939;1186;FALSE
"visualStop";"id49";90;1;31;12;1.77456791630875;3.4769;7.49848;572.088387629507;1256;FALSE
"visual";"id53";45;1;29;11;2.91913709197223;9.9402;7.74971;698.279867572003;1493;FALSE
"visual";"id53";135;1;29;11;1.74328537735102;5.4409;9.16485;704.630837971482;1954;FALSE
"mental";"id3";135;1;31;12;1.19900727121899;5.0148;5.5266;701.805106318967;1536;FALSE
"mental";"id44";180;1;19;6;3.50327370721273;10.8183;7.89717;530.001913747214;2455;FALSE
"visualStop";"id44";45;1;23;8;1.29416852742861;5.3427;4.2193;529.663972724843;864;FALSE
"visualStop";"id17";45;1;23;8;1.26125909556582;2.649;6.10471;489.809228982326;1253;FALSE
"visualStop";"id40";90;1;29;11;2.40300028290613;7.23784;8.73498;584.289916961811;1912;FALSE
"visual";"id84";45;1;23;8;2.40842168275318;8.3391;7.3143;743.399735850354;1856;FALSE
"visual";"id97";90;1;17;5;1.61972369538558;5.486;6.9528501;725.721238364168;1566;FALSE
"mental";"id35";90;1;29;11;2.14794683255138;7.5026;6.36057;669.959400841883;2362;FALSE
"visual";"id104";45;1;17;5;1.0488679650686;4.5066;2.40033;273.834219168041;1277;FALSE
"visualStop";"id58";180;1;31;12;1.7073719398661;5.0369;7.980086;598.878054609809;1582;FALSE
"visualStop";"id77";180;1;27;10;2.97801037733075;8.2369;9.59019;547.776822579136;2791;FALSE
"visual";"id144";45;1;19;6;1.26088659202253;3.5999;4.323182;239.160480851841;1455;FALSE
"visual";"id58";45;1;15;4;2.9182255451001;7.1092;9.84872;583.155179426347;1993;FALSE
"mental";"id40";135;1;19;6;1.92885420230286;4.7815;7.47336;570.922443190172;1317;FALSE
"visualStop";"id86";45;1;31;12;3.28622135499427;7.609;8.86592;150.300126220772;1766;FALSE
"mental";"id73";135;1;25;9;1.5031702074045;6.28232;2.62939;186.12823359356;2010;FALSE
"mental";"id95";180;1;23;8;1.48731872155249;4.4389;4.59204;224.883121768726;1319;FALSE
"visualStop";"id142";135;1;23;8;1.70846565358834;6.3613;4.73639;341.082033305341;1019;FALSE
"mental";"id50";45;1;27;10;0.760959863792001;3.8903;2.59499;265.737031700136;1458;FALSE
"visual";"id126";45;1;21;7;3.16714032369775;8.4749;10.41454;487.67574975608;2038;FALSE
"visualStop";"id29";90;1;25;9;1.72302986593758;6.1679;5.37414;616.828392676282;1328;FALSE
"visualStop";"id83";45;1;9;1;3.13902618932853;8.2793;8.30555;298.646360358201;2515;FALSE
"visual";"id35";135;1;27;10;3.11798664151873;10.1135;9.22915;678.408287053411;2271;FALSE
"visualStop";"id84";90;1;29;11;2.87195038846823;9.7869;9.19973;759.992001023549;1412;FALSE
"visual";"id17";180;1;25;9;3.10057009251825;6.48699;8.973796;452.24764621529;2642;FALSE
"mental";"id50";135;1;23;8;1.26095274821985;2.3227;5.77046;269.322967622544;2042;FALSE
"visual";"id102";180;1;23;8;1.86209549993333;3.2129;6.76371;226.870261394238;1147;FALSE
"visualStop";"id28";90;1;29;11;1.34290019195206;3.9784;2.9176;196.238897946225;1485;FALSE
"visualStop";"id101";45;1;21;7;1.55006576318311;3.0351;7.43712;555.615266610805;1326;FALSE
"visual";"id140";135;1;21;7;0.82880364926207;2.4154;2.5355;109.087503254203;981;FALSE
"visualStop";"id20";135;1;29;11;3.19443045642322;5.5481;12.5312;274.779180349111;2193;FALSE
"visual";"id45";180;1;27;10;1.45330673233639;6.0129;6.40762;604.99634953332;3019;FALSE
"visual";"id119";45;1;19;6;2.04549956524507;7.05889999999999;5.48213;704.183258673308;1569;FALSE
"visual";"id47";90;1;19;6;2.22524718773461;7.35899999999999;5.5125;655.173225264004;1603;FALSE
"visualStop";"id104";90;1;23;8;0.484658520583565;1.7809;2.34934;222.774442722851;994;FALSE
"visual";"id59";45;1;29;11;1.7647266874047;4.02588;6.28706;533.175704352029;1241;FALSE
"visualStop";"id144";45;1;23;8;2.40879704803128;2.7555;9.44563;238.140605283598;2026;FALSE
"mental";"id120";135;1;13;3;1.88889926817832;4.74218;7.5141;439.367010866057;1216;FALSE
"visualStop";"id128";180;1;11;2;2.99418456586565;8.94455;10.06033;521.513192632319;2458;FALSE
"visualStop";"id50";180;1;21;7;2.68559027253919;7.2117;7.808326;272.844369803276;2188;FALSE
"visualStop";"id110";45;1;21;7;4.38210601249814;5.5208;13.508232;193.501799022064;1392;FALSE
"mental";"id102";135;1;19;6;1.13347991777609;3.46001;3.24523;186.609071616625;1376;FALSE
"mental";"id84";45;1;13;3;1.70474247929937;6.6035;5.469716;758.632898649504;1393;FALSE
"mental";"id38";135;1;13;3;1.34880308159137;2.9223;4.8722;253.852076436923;2480;FALSE
"mental";"id32";45;1;17;5;1.19038236772873;4.2167;5.014848;673.321960820447;1419;FALSE
"visualStop";"id73";180;1;19;6;2.16901810802878;5.13389;5.98527;183.228078400476;2308;FALSE
"visualStop";"id80";180;1;21;7;2.07021149050149;7.3178;6.661504;217.909616362437;2673;FALSE
"mental";"id124";45;1;27;10;1.01635904247132;3.5425;4.8088;610.021669752784;1422;FALSE
"visualStop";"id120";45;1;27;10;0.802482427705336;3.9633;3.89569;445.181030658583;1354;FALSE
"mental";"id113";180;1;23;8;5.32116804346366;20.0671;8.69521;207.20493150043;6739;FALSE
"visualStop";"id33";180;1;11;2;1.98136496037995;6.0109;7.49009;552.664363017755;2958;FALSE
"visual";"id106";180;1;19;6;2.58670252294167;7.4059;9.0418;760.785134816844;2273;FALSE
"mental";"id69";90;1;11;2;1.52450109307014;3.7096;5.37064;298.138745162268;2574;FALSE
"visualStop";"id18";180;1;19;6;2.29985709633801;6.0887;7.31973;436.941709674233;1874;FALSE
"mental";"id54";45;1;17;5;2.28416917044725;6.9691;8.5362519;692.541356783551;2469;FALSE
"visualStop";"id36";90;1;29;11;4.35124077137318;11.404877;14.3439;189.022541709936;2163;FALSE
"visual";"id35";90;1;27;10;2.35184022504567;9.9195;5.85952;669.84628002789;2758;FALSE
"visual";"id124";135;1;31;12;0.732798635670924;3.6597;3.26457;576.321655322931;1318;FALSE
"visualStop";"id94";135;1;23;8;1.03676806497889;2.338231;3.67257;235.905509684314;916;FALSE
"mental";"id82";180;1;17;5;2.20641845175751;6.4998;7.036782;520.246826073294;2348;FALSE
"visual";"id135";180;1;15;4;3.13066657141482;11.3193;9.0667;637.863722982265;2396;FALSE
"visualStop";"id51";45;1;15;4;2.46394599354793;6.3487;9.71728;540.101990137914;1877;FALSE
"visual";"id72";135;1;27;10;0.922933457664857;3.6073;5.17459;670.528241529528;1228;FALSE
"visual";"id145";45;1;11;2;1.52131762130327;4.175;6.28501;461.737586012786;1261;FALSE
"mental";"id8";180;1;27;10;3.46913646941664;8.1307;14.75289;554.396394925056;3071;FALSE
"visualStop";"id144";90;1;23;8;1.85255968319155;2.3859;9.82491;245.39539551422;2320;FALSE
"visual";"id88";90;1;11;2;1.58697703515602;5.9999;5.06458;299.848265049077;2732;FALSE
"visual";"id117";135;1;21;7;1.44602619210571;5.5887;5.2921419;540.476069565572;2498;FALSE
"visualStop";"id23";180;1;13;3;2.12238025674854;6.4886;7.8669;642.38694592673;1793;FALSE
"mental";"id120";135;1;25;9;2.0833721168738;7.2671;6.2546;409.292874420919;1743;FALSE
"visualStop";"id68";135;1;19;6;1.56577545004558;3.1944;6.75357;350.34109334066;2120;FALSE
"visual";"id13";90;1;31;12;2.29947766438214;3.6948;7.4832;179.719806421701;1669;FALSE
"visual";"id110";135;1;19;6;2.34795825910497;4.3738;8.50641;220.227865946665;1390;FALSE
