"block";"ID";"value";"type"
"mental";"id112";"1";"RPE"
"visualStop";"id132";"1";"RPE"
"visualStop";"id82";"3";"RPE"
"visual";"id18";"3";"RPE"
"visual";"id123";"2";"cRPE"
"visual";"id64";"2";"RPE"
"visualStop";"id124";"1";"RPE"
"visual";"id126";"1";"RPE"
"mental";"id9";"7";"cRPE"
"visual";"id36";"3";"cRPE"
"mental";"id140";"1";"RPE"
"visualStop";"id29";"2";"cRPE"
"visualStop";"id62";"3";"cRPE"
"mental";"id79";"2";"RPE"
"visualStop";"id107";"2";"RPE"
"visualStop";"id44";"3";"RPE"
"visualStop";"id47";"1";"RPE"
"visual";"id108";"4";"cRPE"
"visual";"id42";"2";"RPE"
"visualStop";"id108";"1";"RPE"
"visual";"id106";"1";"RPE"
"visualStop";"id34";"2";"RPE"
"visualStop";"id97";"1";"RPE"
"visual";"id61";"2";"RPE"
"visual";"id9";"4";"RPE"
"visual";"id120";"1";"RPE"
"mental";"id112";"1";"RPE"
"mental";"id119";"1";"RPE"
"visual";"id109";"1";"RPE"
"visualStop";"id75";"2";"cRPE"
"visualStop";"id6";"4";"cRPE"
"visual";"id127";"2";"RPE"
"visual";"id43";"3";"cRPE"
"mental";"id20";"1";"RPE"
"visual";"id46";"1";"RPE"
"mental";"id9";"3";"RPE"
"visual";"id66";"1";"RPE"
"visualStop";"id40";"4";"RPE"
"visualStop";"id36";"3";"RPE"
"visualStop";"id124";"1";"RPE"
"mental";"id144";"5";"cRPE"
"mental";"id45";"6";"cRPE"
"visual";"id102";"3";"cRPE"
"visualStop";"id81";"1";"RPE"
"visual";"id12";"6";"cRPE"
"visualStop";"id102";"4";"cRPE"
"visualStop";"id74";"1";"RPE"
"visual";"id132";"2";"cRPE"
"visual";"id97";"5";"cRPE"
"mental";"id3";"2";"cRPE"
"visual";"id103";"1";"RPE"
"visual";"id101";"1";"RPE"
"mental";"id145";"1";"RPE"
"mental";"id73";"6";"cRPE"
"visual";"id20";"1";"RPE"
"mental";"id16";"1";"RPE"
"mental";"id59";"3";"RPE"
"visualStop";"id106";"1";"RPE"
"visual";"id24";"3";"cRPE"
"visual";"id33";"3";"RPE"
"visual";"id106";"2";"cRPE"
"mental";"id52";"5";"cRPE"
"mental";"id47";"2";"RPE"
"visualStop";"id63";"1";"RPE"
"mental";"id64";"5";"cRPE"
"visualStop";"id77";"5";"cRPE"
"visual";"id133";"2";"cRPE"
"visual";"id117";"2";"cRPE"
"visualStop";"id52";"5";"cRPE"
"visualStop";"id100";"4";"RPE"
"mental";"id134";"4";"RPE"
"mental";"id17";"6";"cRPE"
"visualStop";"id134";"6";"cRPE"
"visualStop";"id42";"4";"cRPE"
"visualStop";"id116";"4";"cRPE"
"visualStop";"id5";"1";"RPE"
"visual";"id14";"4";"cRPE"
"mental";"id65";"3";"RPE"
"visual";"id107";"2";"RPE"
"visualStop";"id37";"1";"cRPE"
"visualStop";"id140";"2";"RPE"
"visual";"id123";"2";"cRPE"
"visual";"id135";"3";"RPE"
"visualStop";"id13";"3";"cRPE"
"visualStop";"id81";"1";"RPE"
"mental";"id147";"7";"cRPE"
"mental";"id120";"1";"RPE"
"visual";"id87";"3";"cRPE"
"visual";"id121";"1";"RPE"
"visual";"id8";"3";"RPE"
"visual";"id44";"2";"RPE"
"visualStop";"id38";"1";"RPE"
"visualStop";"id93";"6";"cRPE"
"visualStop";"id28";"1";"RPE"
"visualStop";"id55";"4";"cRPE"
"visual";"id87";"1";"RPE"
"visual";"id73";"5";"cRPE"
"visual";"id141";"4";"cRPE"
"visualStop";"id53";"3";"cRPE"
"visualStop";"id13";"1";"RPE"
"mental";"id126";"6";"cRPE"
"visual";"id73";"1";"RPE"
"mental";"id110";"3";"cRPE"
"visual";"id150";"4";"RPE"
"visual";"id52";"2";"RPE"
"visualStop";"id39";"2";"RPE"
"mental";"id26";"5";"RPE"
"visual";"id38";"3";"cRPE"
"visual";"id32";"2";"cRPE"
"mental";"id1";"5";"cRPE"
"visual";"id131";"5";"cRPE"
"visualStop";"id3";"1";"cRPE"
"visual";"id146";"4";"cRPE"
"visualStop";"id41";"1";"RPE"
"mental";"id127";"2";"RPE"
"visualStop";"id83";"4";"cRPE"
"visual";"id134";"3";"RPE"
"visual";"id148";"1";"RPE"
"visualStop";"id5";"3";"cRPE"
"visualStop";"id17";"4";"cRPE"
"mental";"id139";"2";"RPE"
"visual";"id38";"1";"RPE"
"visual";"id8";"5";"RPE"
"visual";"id68";"1";"RPE"
"visual";"id45";"4";"RPE"
"visual";"id20";"5";"cRPE"
"mental";"id120";"6";"cRPE"
"visual";"id36";"3";"RPE"
"visualStop";"id144";"3";"cRPE"
"mental";"id114";"5";"RPE"
"visualStop";"id102";"1";"RPE"
"visualStop";"id78";"1";"RPE"
"visual";"id48";"3";"cRPE"
"visual";"id128";"2";"cRPE"
"visual";"id62";"2";"RPE"
"visual";"id100";"1";"RPE"
"visualStop";"id131";"3";"RPE"
"mental";"id12";"1";"RPE"
"visual";"id120";"4";"cRPE"
"visualStop";"id91";"2";"RPE"
"mental";"id3";"1";"cRPE"
"mental";"id3";"2";"cRPE"
"visualStop";"id121";"1";"RPE"
"visual";"id115";"5";"cRPE"
"visual";"id85";"4";"RPE"
"mental";"id131";"2";"RPE"
"mental";"id72";"6";"cRPE"
"visualStop";"id24";"3";"RPE"
"mental";"id18";"5";"cRPE"
"visualStop";"id49";"5";"cRPE"
"mental";"id133";"1";"RPE"
"visualStop";"id118";"1";"RPE"
"mental";"id61";"5";"cRPE"
"visualStop";"id11";"3";"RPE"
"visual";"id58";"1";"RPE"
"mental";"id8";"3";"RPE"
"visual";"id72";"6";"cRPE"
"visualStop";"id18";"4";"cRPE"
"mental";"id14";"5";"cRPE"
"mental";"id73";"6";"cRPE"
"mental";"id123";"2";"RPE"
"visualStop";"id29";"2";"cRPE"
"mental";"id136";"5";"cRPE"
"visual";"id84";"6";"cRPE"
"mental";"id13";"1";"RPE"
"mental";"id34";"2";"RPE"
"mental";"id3";"1";"RPE"
"mental";"id107";"6";"cRPE"
"visualStop";"id83";"4";"cRPE"
"visualStop";"id112";"5";"cRPE"
"visual";"id45";"4";"RPE"
"mental";"id58";"5";"cRPE"
"visual";"id122";"5";"cRPE"
"mental";"id42";"6";"cRPE"
"mental";"id109";"4";"cRPE"
"visual";"id123";"1";"RPE"
"visual";"id134";"6";"cRPE"
"visual";"id21";"1";"RPE"
"visual";"id42";"4";"cRPE"
"visualStop";"id13";"3";"cRPE"
"visualStop";"id14";"1";"RPE"
"mental";"id12";"7";"cRPE"
"visualStop";"id58";"3";"cRPE"
"mental";"id136";"5";"cRPE"
"visualStop";"id123";"2";"RPE"
"visualStop";"id127";"1";"RPE"
"mental";"id130";"2";"RPE"
"visualStop";"id29";"2";"cRPE"
"visualStop";"id79";"4";"cRPE"
"visual";"id26";"5";"RPE"
"mental";"id6";"5";"cRPE"
"visualStop";"id99";"3";"cRPE"
"visualStop";"id64";"1";"RPE"
"visualStop";"id90";"2";"RPE"
"mental";"id66";"6";"cRPE"
"mental";"id14";"5";"cRPE"
"mental";"id133";"4";"cRPE"
"visualStop";"id123";"3";"cRPE"
"visualStop";"id48";"1";"RPE"
"visual";"id125";"3";"RPE"
"visualStop";"id116";"5";"cRPE"
"visualStop";"id115";"6";"cRPE"
"mental";"id19";"5";"cRPE"
"visual";"id5";"4";"cRPE"
"visualStop";"id77";"2";"RPE"
"visualStop";"id142";"1";"RPE"
"mental";"id11";"5";"cRPE"
"visual";"id146";"1";"RPE"
"visualStop";"id9";"2";"RPE"
"visualStop";"id66";"5";"cRPE"
"visualStop";"id22";"2";"RPE"
"visualStop";"id96";"5";"cRPE"
"mental";"id58";"1";"RPE"
"mental";"id111";"3";"cRPE"
"visualStop";"id139";"1";"RPE"
"visualStop";"id104";"3";"RPE"
"visualStop";"id36";"3";"cRPE"
"visualStop";"id29";"1";"RPE"
"mental";"id97";"1";"RPE"
"mental";"id41";"6";"cRPE"
"visualStop";"id150";"3";"cRPE"
"visual";"id64";"5";"cRPE"
"visualStop";"id45";"4";"RPE"
"visual";"id84";"2";"RPE"
"visualStop";"id55";"4";"cRPE"
"visualStop";"id72";"5";"RPE"
"visualStop";"id34";"1";"cRPE"
"visual";"id60";"2";"RPE"
"visual";"id68";"4";"cRPE"
"visualStop";"id150";"4";"RPE"
"visualStop";"id129";"5";"cRPE"
"mental";"id101";"6";"cRPE"
"visual";"id41";"5";"cRPE"
"mental";"id85";"7";"cRPE"
"mental";"id110";"4";"cRPE"
"visual";"id139";"1";"RPE"
"visualStop";"id50";"1";"RPE"
"mental";"id33";"3";"RPE"
"visualStop";"id54";"1";"RPE"
"mental";"id75";"3";"cRPE"
"mental";"id28";"4";"cRPE"
"visualStop";"id48";"2";"cRPE"
"mental";"id65";"5";"cRPE"
"visualStop";"id37";"1";"RPE"
"visual";"id12";"1";"RPE"
"mental";"id25";"1";"RPE"
"mental";"id25";"2";"cRPE"
"mental";"id105";"6";"cRPE"
"visualStop";"id141";"1";"RPE"
"visualStop";"id60";"3";"cRPE"
"visualStop";"id135";"2";"RPE"
"visualStop";"id120";"5";"cRPE"
"visualStop";"id58";"1";"RPE"
"visualStop";"id111";"1";"RPE"
"mental";"id38";"4";"cRPE"
"visual";"id131";"2";"RPE"
"visual";"id134";"6";"RPE"
"visual";"id147";"5";"cRPE"
"mental";"id94";"1";"RPE"
"visualStop";"id115";"6";"cRPE"
"mental";"id118";"1";"RPE"
"visualStop";"id123";"2";"RPE"
"mental";"id37";"1";"RPE"
"visual";"id74";"1";"cRPE"
"visualStop";"id84";"5";"cRPE"
"visual";"id150";"5";"RPE"
"visual";"id8";"6";"cRPE"
"mental";"id9";"7";"cRPE"
"mental";"id68";"5";"cRPE"
"mental";"id113";"3";"RPE"
"visualStop";"id87";"1";"RPE"
"visual";"id73";"1";"RPE"
"visual";"id35";"2";"RPE"
"visual";"id130";"1";"RPE"
"visualStop";"id139";"2";"cRPE"
"mental";"id56";"1";"RPE"
"visualStop";"id7";"3";"RPE"
"visualStop";"id55";"2";"RPE"
"visual";"id119";"5";"cRPE"
"visual";"id91";"2";"RPE"
"mental";"id40";"3";"RPE"
"visual";"id10";"4";"RPE"
"mental";"id9";"4";"RPE"
"mental";"id35";"3";"RPE"
"visual";"id55";"2";"cRPE"
"mental";"id22";"3";"cRPE"
"mental";"id113";"5";"cRPE"
"visual";"id1";"1";"RPE"
"mental";"id52";"2";"RPE"
"visual";"id112";"1";"RPE"
"visualStop";"id143";"3";"cRPE"
"visualStop";"id34";"2";"RPE"
"mental";"id125";"3";"cRPE"
"visualStop";"id33";"5";"cRPE"
"mental";"id86";"4";"cRPE"
"mental";"id103";"4";"cRPE"
"mental";"id48";"4";"cRPE"
"visualStop";"id132";"2";"cRPE"
"mental";"id79";"2";"RPE"
"visualStop";"id118";"6";"cRPE"
"visualStop";"id80";"3";"RPE"
"mental";"id43";"6";"cRPE"
"visualStop";"id8";"7";"cRPE"
"visualStop";"id6";"1";"RPE"
"visualStop";"id54";"2";"RPE"
"visual";"id129";"4";"RPE"
"visual";"id29";"1";"RPE"
"mental";"id119";"1";"RPE"
"mental";"id3";"1";"cRPE"
"visual";"id110";"1";"RPE"
"visual";"id137";"3";"RPE"
"visualStop";"id64";"3";"cRPE"
"visual";"id131";"4";"cRPE"
"visual";"id100";"6";"cRPE"
"mental";"id106";"4";"cRPE"
"visual";"id7";"2";"RPE"
"visual";"id81";"3";"cRPE"
"mental";"id97";"6";"cRPE"
"visual";"id143";"3";"cRPE"
"visualStop";"id30";"4";"cRPE"
"visual";"id128";"1";"RPE"
"visualStop";"id121";"1";"RPE"
"visualStop";"id142";"3";"cRPE"
"mental";"id51";"5";"cRPE"
"visualStop";"id94";"3";"cRPE"
"visual";"id45";"1";"RPE"
"mental";"id28";"1";"RPE"
"mental";"id39";"5";"cRPE"
"mental";"id25";"3";"cRPE"
"mental";"id85";"4";"RPE"
"mental";"id141";"5";"cRPE"
"visual";"id34";"3";"cRPE"
"visual";"id58";"1";"RPE"
"visual";"id70";"1";"RPE"
"mental";"id51";"5";"cRPE"
"mental";"id66";"5";"cRPE"
"visual";"id147";"4";"cRPE"
"visual";"id76";"1";"RPE"
"mental";"id137";"4";"RPE"
"visualStop";"id88";"1";"RPE"
"visualStop";"id48";"2";"cRPE"
"visual";"id43";"4";"RPE"
"visualStop";"id24";"2";"RPE"
"visual";"id29";"1";"RPE"
"mental";"id135";"4";"RPE"
"visual";"id104";"3";"RPE"
"visual";"id58";"5";"cRPE"
"visualStop";"id51";"1";"RPE"
"visualStop";"id15";"3";"RPE"
"mental";"id115";"2";"RPE"
"visualStop";"id110";"1";"RPE"
"mental";"id23";"4";"cRPE"
"mental";"id47";"3";"cRPE"
"visual";"id21";"4";"cRPE"
"mental";"id32";"1";"RPE"
"visual";"id113";"3";"cRPE"
"visual";"id31";"4";"cRPE"
"visualStop";"id89";"1";"RPE"
"visual";"id33";"5";"cRPE"
"mental";"id130";"2";"RPE"
"visualStop";"id130";"2";"cRPE"
"mental";"id39";"6";"cRPE"
"mental";"id66";"1";"RPE"
"mental";"id137";"5";"cRPE"
"visualStop";"id119";"5";"cRPE"
"visualStop";"id38";"4";"cRPE"
"visualStop";"id23";"3";"cRPE"
"visualStop";"id37";"1";"cRPE"
"visual";"id48";"1";"RPE"
"visualStop";"id102";"3";"cRPE"
"visual";"id148";"6";"cRPE"
"mental";"id88";"1";"RPE"
"visualStop";"id68";"4";"cRPE"
"visualStop";"id94";"2";"cRPE"
"visual";"id105";"1";"RPE"
"visual";"id68";"4";"cRPE"
"visualStop";"id82";"4";"cRPE"
"mental";"id22";"1";"RPE"
"visualStop";"id107";"2";"RPE"
"visual";"id106";"1";"RPE"
"visual";"id18";"3";"RPE"
"visualStop";"id97";"4";"cRPE"
"mental";"id118";"5";"cRPE"
"mental";"id63";"3";"cRPE"
"visualStop";"id116";"2";"RPE"
"visual";"id4";"5";"cRPE"
"visualStop";"id97";"1";"RPE"
"mental";"id31";"7";"cRPE"
"mental";"id133";"1";"RPE"
"visual";"id112";"6";"cRPE"
"visual";"id127";"2";"RPE"
"visualStop";"id112";"5";"cRPE"
"mental";"id52";"2";"RPE"
"visualStop";"id57";"1";"cRPE"
"visualStop";"id48";"3";"cRPE"
"visual";"id7";"4";"cRPE"
"mental";"id88";"3";"cRPE"
"visual";"id59";"3";"RPE"
"visual";"id10";"4";"cRPE"
"visual";"id104";"4";"cRPE"
"mental";"id112";"1";"RPE"
"visual";"id46";"1";"RPE"
"visual";"id113";"4";"cRPE"
"visualStop";"id10";"4";"RPE"
"visualStop";"id93";"2";"RPE"
"visualStop";"id145";"3";"cRPE"
"visual";"id48";"2";"cRPE"
"mental";"id9";"3";"RPE"
"visualStop";"id21";"4";"cRPE"
"visualStop";"id103";"4";"cRPE"
"visualStop";"id86";"1";"RPE"
"visual";"id1";"1";"RPE"
"mental";"id95";"3";"cRPE"
"visual";"id145";"2";"cRPE"
"visualStop";"id23";"3";"cRPE"
"visualStop";"id117";"1";"RPE"
"mental";"id37";"1";"cRPE"
"mental";"id16";"1";"RPE"
"visualStop";"id86";"2";"cRPE"
"visual";"id87";"1";"RPE"
"visualStop";"id112";"5";"cRPE"
"visual";"id109";"6";"cRPE"
"visualStop";"id109";"4";"cRPE"
"visual";"id54";"3";"RPE"
"visualStop";"id24";"3";"cRPE"
"visual";"id14";"3";"cRPE"
"visualStop";"id82";"4";"RPE"
"visual";"id54";"2";"RPE"
"mental";"id145";"1";"RPE"
"visualStop";"id19";"4";"cRPE"
"visual";"id147";"4";"cRPE"
"mental";"id115";"7";"cRPE"
"visualStop";"id69";"3";"cRPE"
"visualStop";"id142";"2";"cRPE"
"mental";"id137";"6";"cRPE"
"visual";"id34";"2";"RPE"
"mental";"id122";"7";"cRPE"
"mental";"id144";"4";"cRPE"
"mental";"id46";"1";"cRPE"
"mental";"id54";"2";"RPE"
"mental";"id148";"7";"cRPE"
"visualStop";"id80";"2";"RPE"
"visual";"id28";"1";"RPE"
"visual";"id66";"1";"RPE"
"visual";"id98";"1";"RPE"
"mental";"id69";"4";"cRPE"
"visualStop";"id65";"5";"cRPE"
"visualStop";"id119";"5";"cRPE"
"mental";"id110";"2";"cRPE"
"mental";"id45";"3";"RPE"
"mental";"id70";"8";"cRPE"
"visual";"id111";"1";"RPE"
"visual";"id150";"3";"cRPE"
"mental";"id117";"1";"RPE"
"mental";"id1";"5";"cRPE"
"mental";"id97";"1";"RPE"
"mental";"id12";"6";"cRPE"
"visual";"id112";"5";"cRPE"
"visual";"id51";"1";"RPE"
"mental";"id137";"4";"RPE"
"mental";"id149";"2";"RPE"
"visualStop";"id68";"4";"cRPE"
"mental";"id127";"4";"cRPE"
"visualStop";"id20";"5";"cRPE"
"mental";"id117";"1";"RPE"
"mental";"id72";"5";"RPE"
"mental";"id56";"1";"RPE"
"visualStop";"id78";"2";"RPE"
"mental";"id18";"3";"RPE"
"visual";"id35";"3";"cRPE"
"mental";"id1";"1";"RPE"
"mental";"id19";"1";"RPE"
"visualStop";"id45";"5";"cRPE"
"visualStop";"id25";"1";"RPE"
"visualStop";"id147";"5";"cRPE"
"visual";"id4";"6";"cRPE"
"visualStop";"id12";"6";"cRPE"
"visualStop";"id41";"5";"cRPE"
"mental";"id96";"5";"cRPE"
"visualStop";"id6";"1";"RPE"
"mental";"id122";"6";"cRPE"
"visualStop";"id53";"4";"RPE"
"mental";"id57";"4";"cRPE"
"visualStop";"id60";"2";"RPE"
"mental";"id64";"6";"cRPE"
"mental";"id134";"6";"cRPE"
"mental";"id52";"2";"RPE"
"visualStop";"id69";"3";"cRPE"
"mental";"id54";"6";"cRPE"
"mental";"id1";"1";"RPE"
"mental";"id92";"1";"RPE"
"mental";"id113";"3";"cRPE"
"visual";"id71";"5";"cRPE"
"visual";"id67";"3";"cRPE"
"visual";"id41";"1";"RPE"
"mental";"id2";"4";"cRPE"
"visualStop";"id20";"1";"RPE"
"mental";"id149";"3";"cRPE"
"visual";"id132";"1";"RPE"
"mental";"id50";"1";"RPE"
"visual";"id41";"6";"cRPE"
"visual";"id133";"2";"cRPE"
"visualStop";"id69";"1";"RPE"
"mental";"id51";"1";"RPE"
"mental";"id137";"6";"RPE"
"mental";"id119";"6";"cRPE"
"mental";"id122";"2";"RPE"
"mental";"id69";"1";"RPE"
"visual";"id93";"6";"cRPE"
"visual";"id62";"1";"RPE"
"mental";"id84";"7";"cRPE"
"visualStop";"id137";"4";"RPE"
"mental";"id108";"1";"RPE"
"mental";"id142";"1";"RPE"
"visual";"id13";"3";"cRPE"
"visual";"id2";"1";"RPE"
"visual";"id16";"5";"cRPE"
"mental";"id97";"1";"RPE"
"mental";"id83";"1";"RPE"
"visualStop";"id85";"4";"RPE"
"visualStop";"id31";"5";"cRPE"
"mental";"id46";"1";"cRPE"
"mental";"id143";"4";"cRPE"
"visual";"id7";"3";"RPE"
"visual";"id79";"5";"cRPE"
"visualStop";"id119";"1";"RPE"
"visual";"id148";"5";"cRPE"
"visual";"id4";"5";"RPE"
"visual";"id75";"1";"RPE"
"visual";"id26";"4";"RPE"
"mental";"id135";"2";"RPE"
"visual";"id80";"3";"cRPE"
"visualStop";"id2";"1";"RPE"
"visualStop";"id35";"2";"RPE"
"visual";"id149";"2";"RPE"
"visual";"id77";"2";"RPE"
"mental";"id48";"5";"cRPE"
"mental";"id150";"5";"cRPE"
"visual";"id93";"5";"cRPE"
"visualStop";"id81";"3";"cRPE"
"mental";"id145";"5";"cRPE"
"mental";"id38";"1";"RPE"
"visual";"id26";"6";"cRPE"
"visual";"id37";"1";"RPE"
"visual";"id48";"3";"cRPE"
"mental";"id131";"3";"RPE"
"visualStop";"id136";"5";"cRPE"
"visualStop";"id139";"1";"RPE"
"mental";"id97";"5";"cRPE"
"mental";"id7";"3";"RPE"
"visual";"id80";"3";"RPE"
"visualStop";"id114";"5";"RPE"
"mental";"id30";"1";"RPE"
"visualStop";"id53";"3";"RPE"
"visual";"id103";"1";"RPE"
"visualStop";"id148";"1";"RPE"
"visual";"id4";"5";"RPE"
"visualStop";"id141";"5";"cRPE"
"visual";"id16";"5";"cRPE"
"visual";"id35";"3";"cRPE"
"visual";"id52";"2";"RPE"
"visual";"id11";"5";"cRPE"
"visualStop";"id147";"5";"cRPE"
"mental";"id44";"2";"RPE"
"visualStop";"id133";"3";"cRPE"
"mental";"id2";"5";"cRPE"
"mental";"id85";"4";"RPE"
"mental";"id146";"1";"RPE"
"visual";"id137";"6";"cRPE"
"visual";"id10";"4";"RPE"
"mental";"id81";"1";"RPE"
"mental";"id130";"3";"cRPE"
"mental";"id131";"5";"cRPE"
"mental";"id1";"5";"cRPE"
"mental";"id37";"1";"cRPE"
"mental";"id81";"3";"cRPE"
"visualStop";"id114";"4";"cRPE"
"mental";"id58";"6";"cRPE"
"visualStop";"id130";"5";"cRPE"
"visual";"id62";"3";"cRPE"
"visual";"id133";"1";"RPE"
"mental";"id129";"2";"RPE"
"mental";"id133";"1";"RPE"
"visualStop";"id43";"5";"cRPE"
"visualStop";"id127";"2";"RPE"
"visual";"id120";"5";"cRPE"
"visualStop";"id109";"1";"RPE"
"visualStop";"id5";"1";"RPE"
"mental";"id60";"3";"cRPE"
"mental";"id146";"5";"cRPE"
"visual";"id70";"7";"cRPE"
"visual";"id106";"1";"RPE"
"visualStop";"id142";"1";"RPE"
"visual";"id99";"1";"RPE"
"visualStop";"id6";"4";"cRPE"
"mental";"id63";"1";"RPE"
"mental";"id6";"5";"cRPE"
"visualStop";"id87";"1";"RPE"
"visualStop";"id20";"1";"RPE"
"visual";"id82";"1";"RPE"
"visual";"id93";"4";"cRPE"
"visualStop";"id84";"4";"cRPE"
"visualStop";"id38";"3";"cRPE"
"mental";"id78";"1";"RPE"
"visualStop";"id130";"2";"RPE"
"mental";"id73";"1";"RPE"
"mental";"id142";"3";"cRPE"
"visual";"id47";"2";"RPE"
"mental";"id140";"2";"RPE"
"visual";"id141";"2";"RPE"
"mental";"id1";"1";"RPE"
"mental";"id38";"1";"RPE"
"visual";"id96";"6";"cRPE"
"mental";"id143";"1";"RPE"
"visualStop";"id85";"3";"cRPE"
"visualStop";"id9";"4";"RPE"
"visualStop";"id52";"4";"cRPE"
"visual";"id120";"4";"cRPE"
"mental";"id30";"6";"cRPE"
"visual";"id5";"1";"RPE"
"visual";"id150";"4";"cRPE"
"visualStop";"id109";"4";"cRPE"
"mental";"id99";"3";"cRPE"
"mental";"id101";"1";"RPE"
"mental";"id76";"1";"RPE"
"visual";"id115";"5";"cRPE"
"visualStop";"id79";"4";"cRPE"
"visualStop";"id136";"5";"cRPE"
"visual";"id108";"4";"cRPE"
"mental";"id104";"3";"RPE"
"visualStop";"id148";"6";"cRPE"
"visual";"id68";"2";"RPE"
"visual";"id126";"1";"RPE"
"visualStop";"id62";"4";"cRPE"
"visualStop";"id98";"1";"cRPE"
"mental";"id123";"4";"cRPE"
"visual";"id138";"2";"RPE"
"visual";"id146";"4";"cRPE"
"mental";"id67";"4";"RPE"
"visualStop";"id71";"2";"RPE"
"visualStop";"id105";"1";"RPE"
"visual";"id23";"1";"RPE"
"visual";"id146";"1";"RPE"
"mental";"id14";"5";"cRPE"
"visualStop";"id34";"2";"cRPE"
"visualStop";"id78";"1";"RPE"
"visual";"id95";"2";"cRPE"
"visual";"id94";"1";"RPE"
"mental";"id13";"4";"cRPE"
"visualStop";"id110";"2";"cRPE"
"visualStop";"id18";"5";"cRPE"
"mental";"id148";"7";"cRPE"
"visualStop";"id145";"3";"cRPE"
"visual";"id114";"5";"cRPE"
"visualStop";"id111";"3";"cRPE"
"visualStop";"id29";"1";"RPE"
"visualStop";"id24";"2";"RPE"
"visual";"id63";"1";"RPE"
"visual";"id108";"4";"cRPE"
"visualStop";"id75";"1";"RPE"
"mental";"id105";"6";"cRPE"
"visual";"id45";"5";"cRPE"
"visual";"id98";"3";"cRPE"
"visual";"id121";"5";"cRPE"
"visualStop";"id76";"1";"RPE"
"visualStop";"id72";"3";"RPE"
"visualStop";"id78";"1";"RPE"
"visualStop";"id45";"6";"cRPE"
"visual";"id30";"4";"cRPE"
"visual";"id125";"4";"RPE"
"visual";"id31";"6";"cRPE"
"mental";"id83";"5";"cRPE"
"mental";"id135";"3";"RPE"
"visual";"id71";"6";"cRPE"
"visual";"id129";"5";"cRPE"
"visualStop";"id101";"1";"RPE"
"visual";"id7";"3";"RPE"
"mental";"id111";"1";"RPE"
"mental";"id115";"2";"RPE"
"visualStop";"id95";"1";"RPE"
"visualStop";"id136";"4";"RPE"
"visual";"id30";"5";"cRPE"
"visual";"id120";"1";"RPE"
"visualStop";"id79";"4";"cRPE"
"mental";"id134";"7";"cRPE"
"mental";"id139";"3";"cRPE"
"visualStop";"id8";"7";"cRPE"
"visualStop";"id113";"2";"RPE"
"mental";"id67";"4";"cRPE"
"visual";"id126";"5";"cRPE"
"visualStop";"id2";"5";"cRPE"
"visual";"id91";"4";"cRPE"
"mental";"id144";"1";"RPE"
"visualStop";"id110";"1";"RPE"
"mental";"id38";"3";"cRPE"
"visual";"id98";"1";"RPE"
"visualStop";"id8";"7";"cRPE"
"visualStop";"id54";"4";"cRPE"
"visualStop";"id50";"1";"RPE"
"visual";"id69";"2";"RPE"
"visualStop";"id92";"2";"cRPE"
"visual";"id64";"1";"RPE"
"visualStop";"id76";"1";"cRPE"
"visual";"id76";"2";"cRPE"
"visual";"id141";"4";"cRPE"
"visualStop";"id19";"5";"cRPE"
"visual";"id58";"3";"cRPE"
"mental";"id104";"3";"RPE"
"mental";"id31";"5";"RPE"
"mental";"id57";"4";"cRPE"
"visual";"id38";"4";"cRPE"
"visual";"id31";"4";"RPE"
"mental";"id66";"6";"cRPE"
"visualStop";"id40";"4";"RPE"
"visualStop";"id25";"1";"RPE"
"mental";"id53";"6";"cRPE"
"mental";"id49";"2";"cRPE"
"visualStop";"id97";"6";"cRPE"
"mental";"id53";"5";"cRPE"
"visualStop";"id60";"2";"cRPE"
"visual";"id48";"2";"cRPE"
"mental";"id132";"1";"RPE"
"visual";"id67";"3";"RPE"
"visual";"id126";"5";"cRPE"
"visual";"id143";"1";"RPE"
"visualStop";"id58";"4";"cRPE"
"visual";"id5";"3";"cRPE"
"visualStop";"id121";"5";"cRPE"
"mental";"id75";"1";"RPE"
"visualStop";"id149";"3";"RPE"
"visual";"id122";"2";"RPE"
"mental";"id130";"1";"RPE"
"visualStop";"id134";"2";"cRPE"
"visualStop";"id146";"3";"cRPE"
"mental";"id34";"3";"cRPE"
"visualStop";"id74";"2";"cRPE"
"visualStop";"id86";"1";"RPE"
"visualStop";"id76";"2";"cRPE"
"visual";"id82";"1";"RPE"
"mental";"id28";"1";"RPE"
"visualStop";"id97";"1";"RPE"
"visualStop";"id81";"1";"RPE"
"visual";"id81";"3";"cRPE"
"visualStop";"id17";"1";"RPE"
"visualStop";"id65";"2";"RPE"
"visual";"id104";"4";"cRPE"
"mental";"id91";"1";"RPE"
"visualStop";"id98";"1";"RPE"
"visual";"id66";"5";"cRPE"
"mental";"id86";"1";"RPE"
"visualStop";"id47";"1";"RPE"
"mental";"id55";"3";"RPE"
"visualStop";"id24";"3";"RPE"
"visual";"id79";"5";"cRPE"
"visual";"id63";"2";"cRPE"
"mental";"id8";"5";"RPE"
"visualStop";"id9";"7";"cRPE"
"visual";"id121";"1";"RPE"
"mental";"id54";"6";"cRPE"
"visual";"id76";"1";"cRPE"
"visualStop";"id31";"4";"RPE"
"mental";"id47";"2";"cRPE"
"visual";"id87";"1";"RPE"
"visualStop";"id32";"2";"cRPE"
"visualStop";"id137";"4";"RPE"
"visualStop";"id59";"5";"cRPE"
"mental";"id134";"7";"cRPE"
"mental";"id147";"5";"cRPE"
