"block";"ID";"value";"type"
"mental";"id87";"1";"RPE"
"mental";"id139";"2";"cRPE"
"visual";"id55";"2";"RPE"
"visual";"id113";"5";"cRPE"
"visualStop";"id11";"5";"cRPE"
"visualStop";"id63";"1";"RPE"
"visual";"id89";"1";"RPE"
"visual";"id67";"3";"cRPE"
"visualStop";"id117";"1";"RPE"
"visual";"id131";"2";"RPE"
"visual";"id31";"4";"RPE"
"visual";"id77";"2";"RPE"
"visual";"id37";"1";"RPE"
"visual";"id150";"3";"cRPE"
"visual";"id16";"1";"RPE"
"mental";"id56";"6";"cRPE"
"mental";"id55";"3";"RPE"
"visual";"id23";"3";"cRPE"
"visual";"id149";"3";"RPE"
"mental";"id106";"1";"cRPE"
"mental";"id2";"1";"RPE"
"mental";"id136";"5";"RPE"
"mental";"id135";"3";"cRPE"
"mental";"id62";"1";"RPE"
"mental";"id45";"3";"RPE"
"visualStop";"id108";"1";"RPE"
"mental";"id147";"6";"cRPE"
"visualStop";"id70";"6";"cRPE"
"visual";"id34";"2";"RPE"
"visualStop";"id19";"4";"cRPE"
"mental";"id51";"1";"RPE"
"visualStop";"id27";"1";"RPE"
"visualStop";"id113";"3";"cRPE"
"visual";"id27";"2";"RPE"
"visualStop";"id93";"2";"RPE"
"visualStop";"id118";"1";"RPE"
"mental";"id121";"1";"RPE"
"visual";"id130";"2";"RPE"
"mental";"id132";"1";"RPE"
"mental";"id114";"5";"RPE"
"visual";"id39";"4";"cRPE"
"visual";"id124";"4";"cRPE"
"mental";"id110";"3";"cRPE"
"visual";"id117";"1";"RPE"
"mental";"id5";"1";"RPE"
"visual";"id23";"3";"RPE"
"mental";"id127";"2";"RPE"
"visualStop";"id124";"3";"cRPE"
"visual";"id138";"2";"RPE"
"mental";"id13";"3";"cRPE"
"visualStop";"id14";"4";"cRPE"
"mental";"id8";"6";"cRPE"
"visual";"id2";"4";"cRPE"
"visual";"id119";"1";"RPE"
"mental";"id85";"7";"cRPE"
"visualStop";"id68";"5";"cRPE"
"visual";"id51";"5";"cRPE"
"mental";"id21";"1";"RPE"
"visual";"id77";"2";"RPE"
"mental";"id25";"1";"RPE"
"visualStop";"id148";"6";"cRPE"
"mental";"id106";"1";"RPE"
"visualStop";"id66";"5";"cRPE"
"visual";"id27";"2";"RPE"
"visual";"id149";"5";"cRPE"
"mental";"id64";"2";"RPE"
"visualStop";"id63";"2";"cRPE"
"mental";"id60";"3";"RPE"
"mental";"id37";"1";"cRPE"
"visualStop";"id86";"2";"cRPE"
"visual";"id100";"5";"cRPE"
"visualStop";"id143";"1";"RPE"
"visual";"id126";"5";"cRPE"
"visual";"id102";"1";"RPE"
"visualStop";"id95";"1";"RPE"
"mental";"id149";"4";"cRPE"
"mental";"id101";"2";"RPE"
"visualStop";"id100";"6";"cRPE"
"visualStop";"id33";"3";"RPE"
"mental";"id113";"5";"cRPE"
"visual";"id51";"2";"cRPE"
"visualStop";"id1";"5";"cRPE"
"visualStop";"id131";"2";"RPE"
"visualStop";"id113";"4";"cRPE"
"visualStop";"id32";"1";"RPE"
"visualStop";"id124";"4";"cRPE"
"visualStop";"id41";"1";"RPE"
"mental";"id143";"2";"RPE"
"mental";"id77";"3";"RPE"
"visualStop";"id119";"1";"RPE"
"visual";"id2";"5";"cRPE"
"visual";"id70";"1";"RPE"
"mental";"id19";"1";"RPE"
"mental";"id24";"3";"RPE"
"visual";"id66";"5";"cRPE"
"visual";"id122";"5";"cRPE"
"visualStop";"id62";"2";"RPE"
"mental";"id36";"6";"cRPE"
"visualStop";"id20";"1";"RPE"
"visual";"id9";"7";"cRPE"
"visual";"id92";"1";"RPE"
"mental";"id54";"6";"cRPE"
"visual";"id29";"2";"cRPE"
"visual";"id21";"3";"cRPE"
"visual";"id144";"3";"cRPE"
"visual";"id23";"4";"cRPE"
"visual";"id86";"2";"cRPE"
"visualStop";"id67";"2";"cRPE"
"mental";"id44";"1";"RPE"
"visualStop";"id77";"4";"cRPE"
"visual";"id116";"1";"RPE"
"mental";"id107";"2";"RPE"
"visualStop";"id25";"2";"cRPE"
"visual";"id108";"1";"RPE"
"visualStop";"id91";"2";"RPE"
"visualStop";"id7";"4";"cRPE"
"visualStop";"id74";"3";"cRPE"
"visualStop";"id26";"5";"RPE"
"mental";"id134";"5";"RPE"
"visualStop";"id49";"2";"RPE"
"mental";"id108";"5";"cRPE"
"mental";"id15";"3";"cRPE"
"mental";"id137";"4";"RPE"
"mental";"id26";"6";"cRPE"
"visual";"id132";"2";"cRPE"
"visual";"id77";"4";"cRPE"
"visual";"id17";"3";"cRPE"
"visual";"id16";"1";"RPE"
"visual";"id96";"3";"RPE"
"visual";"id20";"1";"RPE"
"visualStop";"id110";"2";"cRPE"
"visualStop";"id69";"4";"cRPE"
"visual";"id119";"5";"cRPE"
"visualStop";"id47";"3";"cRPE"
"visual";"id100";"3";"RPE"
"visual";"id29";"3";"cRPE"
"mental";"id57";"2";"RPE"
"visual";"id17";"1";"RPE"
"mental";"id78";"1";"cRPE"
"visualStop";"id37";"1";"cRPE"
"visual";"id93";"2";"RPE"
"mental";"id149";"3";"cRPE"
"visualStop";"id9";"7";"cRPE"
"visualStop";"id27";"5";"cRPE"
"visual";"id52";"1";"RPE"
"visualStop";"id150";"4";"cRPE"
"visual";"id88";"1";"RPE"
"visual";"id102";"3";"cRPE"
"visual";"id66";"1";"RPE"
"mental";"id136";"4";"RPE"
"visualStop";"id83";"4";"cRPE"
"visual";"id109";"1";"RPE"
"mental";"id128";"4";"cRPE"
"mental";"id74";"1";"RPE"
"visual";"id24";"2";"RPE"
"visualStop";"id149";"1";"RPE"
"visualStop";"id88";"1";"RPE"
"mental";"id58";"5";"cRPE"
"mental";"id35";"4";"RPE"
"visualStop";"id91";"5";"cRPE"
"mental";"id18";"5";"cRPE"
"visual";"id43";"3";"cRPE"
"mental";"id126";"6";"cRPE"
"mental";"id95";"1";"RPE"
"visualStop";"id53";"4";"cRPE"
"visual";"id83";"4";"cRPE"
"visual";"id83";"1";"RPE"
"visualStop";"id61";"4";"cRPE"
"visualStop";"id45";"4";"RPE"
"visualStop";"id18";"4";"RPE"
"visualStop";"id36";"3";"RPE"
"mental";"id122";"2";"RPE"
"visual";"id38";"3";"cRPE"
"visualStop";"id148";"6";"cRPE"
"mental";"id19";"1";"RPE"
"visualStop";"id62";"2";"RPE"
"visualStop";"id1";"4";"cRPE"
"visual";"id95";"1";"cRPE"
"visualStop";"id132";"1";"RPE"
"visualStop";"id23";"3";"cRPE"
"mental";"id130";"4";"cRPE"
"mental";"id112";"5";"cRPE"
"mental";"id118";"2";"RPE"
"visual";"id25";"1";"RPE"
"visualStop";"id75";"1";"RPE"
"mental";"id88";"2";"cRPE"
"visualStop";"id9";"7";"cRPE"
"mental";"id40";"3";"RPE"
"mental";"id125";"4";"RPE"
"visualStop";"id49";"4";"cRPE"
"visual";"id141";"1";"RPE"
"visualStop";"id94";"1";"RPE"
"mental";"id92";"2";"cRPE"
"visual";"id150";"4";"cRPE"
"mental";"id100";"5";"cRPE"
"mental";"id104";"1";"RPE"
"visualStop";"id117";"2";"cRPE"
"mental";"id62";"3";"cRPE"
"visual";"id90";"2";"RPE"
"visualStop";"id67";"3";"cRPE"
"mental";"id53";"5";"cRPE"
"visualStop";"id4";"4";"RPE"
"mental";"id128";"1";"RPE"
"visualStop";"id74";"1";"RPE"
"visualStop";"id60";"2";"RPE"
"visualStop";"id84";"1";"RPE"
"visual";"id42";"2";"RPE"
"mental";"id61";"2";"RPE"
"mental";"id63";"1";"RPE"
"mental";"id4";"6";"cRPE"
"mental";"id129";"2";"RPE"
"mental";"id26";"5";"RPE"
"visualStop";"id52";"4";"RPE"
"mental";"id57";"3";"RPE"
"mental";"id105";"1";"RPE"
"visualStop";"id91";"1";"RPE"
"mental";"id73";"7";"cRPE"
"visual";"id21";"4";"cRPE"
"visualStop";"id8";"5";"RPE"
"visualStop";"id75";"1";"RPE"
"mental";"id21";"1";"RPE"
"visualStop";"id98";"1";"RPE"
"mental";"id29";"3";"cRPE"
"visual";"id125";"3";"cRPE"
"visual";"id123";"2";"RPE"
"mental";"id104";"3";"cRPE"
"mental";"id96";"4";"RPE"
"visual";"id117";"1";"RPE"
"visualStop";"id90";"2";"RPE"
"visual";"id72";"5";"RPE"
"mental";"id4";"5";"cRPE"
"visual";"id98";"2";"cRPE"
"visual";"id66";"5";"cRPE"
"visual";"id107";"4";"cRPE"
"visual";"id56";"7";"cRPE"
"visualStop";"id7";"4";"cRPE"
"mental";"id43";"5";"RPE"
"visual";"id112";"2";"RPE"
"visual";"id74";"1";"RPE"
"visualStop";"id69";"1";"RPE"
"visual";"id132";"1";"RPE"
"visualStop";"id108";"1";"RPE"
"visual";"id65";"6";"cRPE"
"visualStop";"id14";"1";"RPE"
"visual";"id139";"2";"cRPE"
"visualStop";"id57";"3";"RPE"
"visual";"id27";"2";"RPE"
"mental";"id125";"4";"cRPE"
"visual";"id143";"3";"cRPE"
"mental";"id123";"4";"cRPE"
"mental";"id144";"1";"RPE"
"visual";"id142";"3";"cRPE"
"visual";"id18";"5";"cRPE"
"visualStop";"id144";"3";"cRPE"
"visualStop";"id82";"1";"RPE"
"visualStop";"id95";"3";"cRPE"
"visual";"id92";"2";"cRPE"
"visual";"id130";"3";"cRPE"
"mental";"id93";"2";"RPE"
"visualStop";"id109";"4";"cRPE"
"visualStop";"id90";"4";"cRPE"
"visual";"id118";"1";"RPE"
"visualStop";"id102";"3";"cRPE"
"visual";"id105";"5";"cRPE"
"mental";"id101";"1";"RPE"
"visualStop";"id12";"6";"cRPE"
"mental";"id117";"2";"cRPE"
"visualStop";"id52";"4";"cRPE"
"visualStop";"id143";"4";"cRPE"
"visualStop";"id72";"4";"cRPE"
"mental";"id72";"6";"RPE"
"visualStop";"id39";"5";"cRPE"
"visual";"id61";"4";"cRPE"
"visual";"id141";"5";"cRPE"
"mental";"id56";"1";"RPE"
"visual";"id20";"5";"cRPE"
"visualStop";"id8";"5";"RPE"
"mental";"id65";"4";"cRPE"
"visual";"id6";"3";"cRPE"
"visualStop";"id21";"4";"cRPE"
"visual";"id76";"1";"cRPE"
"mental";"id114";"5";"RPE"
"mental";"id18";"5";"cRPE"
"mental";"id93";"1";"RPE"
"visual";"id53";"3";"cRPE"
"mental";"id139";"2";"cRPE"
"visual";"id88";"3";"cRPE"
"visualStop";"id104";"4";"cRPE"
"visual";"id110";"2";"cRPE"
"visualStop";"id33";"4";"cRPE"
"visual";"id89";"4";"cRPE"
"mental";"id148";"1";"RPE"
"visual";"id82";"4";"cRPE"
"visualStop";"id38";"1";"RPE"
"mental";"id109";"5";"cRPE"
"mental";"id107";"3";"RPE"
"mental";"id14";"1";"RPE"
"visualStop";"id91";"4";"cRPE"
"mental";"id106";"5";"cRPE"
"visualStop";"id115";"1";"RPE"
"mental";"id102";"1";"RPE"
"visual";"id21";"3";"cRPE"
"visualStop";"id77";"4";"cRPE"
"visual";"id29";"4";"cRPE"
"visualStop";"id41";"6";"cRPE"
"visual";"id57";"2";"cRPE"
"visualStop";"id119";"5";"cRPE"
"visual";"id83";"1";"RPE"
"mental";"id124";"1";"RPE"
"visual";"id95";"1";"RPE"
"mental";"id14";"5";"cRPE"
"visual";"id114";"5";"RPE"
"visual";"id127";"4";"cRPE"
"mental";"id117";"3";"cRPE"
"mental";"id56";"1";"RPE"
"visualStop";"id118";"1";"RPE"
"visual";"id118";"5";"cRPE"
"visual";"id7";"4";"cRPE"
"visual";"id19";"5";"cRPE"
"visualStop";"id146";"4";"cRPE"
"visual";"id26";"5";"RPE"
"visualStop";"id125";"3";"cRPE"
"mental";"id100";"2";"RPE"
"mental";"id74";"1";"RPE"
"mental";"id147";"6";"cRPE"
"visualStop";"id99";"1";"RPE"
"visual";"id45";"5";"cRPE"
"visualStop";"id42";"2";"RPE"
"mental";"id112";"5";"cRPE"
"visual";"id56";"1";"RPE"
"visual";"id75";"1";"RPE"
"visual";"id5";"1";"RPE"
"visual";"id104";"1";"RPE"
"mental";"id89";"2";"RPE"
"mental";"id34";"4";"cRPE"
"visualStop";"id105";"1";"RPE"
"visualStop";"id82";"3";"cRPE"
"mental";"id10";"5";"cRPE"
"visualStop";"id51";"1";"cRPE"
"mental";"id2";"1";"RPE"
"mental";"id126";"1";"RPE"
"visual";"id125";"3";"RPE"
"visualStop";"id79";"1";"RPE"
"visualStop";"id84";"2";"RPE"
"visualStop";"id71";"6";"cRPE"
"visual";"id130";"2";"RPE"
"mental";"id69";"4";"cRPE"
"mental";"id19";"5";"cRPE"
"mental";"id74";"2";"cRPE"
"visualStop";"id99";"3";"cRPE"
"visual";"id15";"5";"cRPE"
"mental";"id72";"4";"RPE"
"mental";"id81";"3";"cRPE"
"visualStop";"id93";"2";"RPE"
"visualStop";"id77";"4";"cRPE"
"mental";"id70";"7";"cRPE"
"visualStop";"id76";"1";"RPE"
"visualStop";"id7";"3";"RPE"
"visual";"id4";"6";"cRPE"
"mental";"id1";"1";"RPE"
"visualStop";"id63";"3";"cRPE"
"visualStop";"id12";"1";"RPE"
"mental";"id65";"3";"RPE"
"visualStop";"id10";"4";"RPE"
"visualStop";"id139";"1";"cRPE"
"visualStop";"id23";"1";"RPE"
"visualStop";"id140";"1";"cRPE"
"visual";"id114";"4";"cRPE"
"visual";"id9";"7";"cRPE"
"visualStop";"id45";"5";"cRPE"
"visual";"id75";"3";"cRPE"
"mental";"id68";"1";"RPE"
"visualStop";"id116";"2";"RPE"
"mental";"id74";"1";"RPE"
"mental";"id41";"1";"RPE"
"mental";"id112";"6";"cRPE"
"mental";"id9";"3";"RPE"
"visual";"id100";"3";"RPE"
"visual";"id6";"1";"RPE"
"visualStop";"id26";"5";"cRPE"
"mental";"id119";"1";"RPE"
"visual";"id144";"3";"cRPE"
"visualStop";"id55";"4";"RPE"
"visual";"id23";"1";"RPE"
"mental";"id67";"2";"RPE"
"visualStop";"id80";"4";"cRPE"
"visual";"id111";"1";"RPE"
"visual";"id55";"3";"RPE"
"mental";"id125";"4";"RPE"
"visual";"id15";"3";"RPE"
"visualStop";"id20";"6";"cRPE"
"mental";"id30";"3";"cRPE"
"visual";"id136";"4";"cRPE"
"mental";"id115";"7";"cRPE"
"visual";"id136";"4";"RPE"
"visual";"id129";"2";"RPE"
"visualStop";"id125";"3";"cRPE"
"mental";"id71";"2";"RPE"
"visualStop";"id61";"3";"cRPE"
"visualStop";"id20";"5";"cRPE"
"visual";"id54";"4";"cRPE"
"visual";"id41";"2";"RPE"
"mental";"id84";"6";"cRPE"
"visual";"id73";"3";"cRPE"
"mental";"id138";"1";"RPE"
"visual";"id42";"2";"RPE"
"visualStop";"id130";"3";"RPE"
"mental";"id114";"5";"cRPE"
"visualStop";"id128";"1";"RPE"
"mental";"id20";"1";"RPE"
"visual";"id107";"5";"cRPE"
"visualStop";"id111";"1";"RPE"
"mental";"id29";"3";"cRPE"
"visualStop";"id122";"2";"RPE"
"mental";"id49";"1";"RPE"
"visual";"id34";"2";"RPE"
"visual";"id52";"2";"RPE"
"visual";"id53";"4";"cRPE"
"mental";"id103";"4";"cRPE"
"mental";"id20";"1";"RPE"
"mental";"id29";"1";"RPE"
"visualStop";"id3";"1";"RPE"
"visual";"id106";"3";"cRPE"
"mental";"id83";"1";"RPE"
"visual";"id97";"5";"cRPE"
"mental";"id95";"1";"cRPE"
"visual";"id43";"5";"cRPE"
"mental";"id1";"5";"cRPE"
"visual";"id95";"1";"RPE"
"visual";"id1";"4";"cRPE"
"visualStop";"id131";"4";"cRPE"
"mental";"id55";"4";"cRPE"
"visual";"id39";"1";"RPE"
"visual";"id136";"5";"RPE"
"visual";"id19";"4";"cRPE"
"visual";"id50";"1";"RPE"
"visualStop";"id17";"4";"cRPE"
"visual";"id115";"7";"cRPE"
"mental";"id150";"5";"cRPE"
"visualStop";"id58";"1";"RPE"
"mental";"id37";"1";"RPE"
"mental";"id113";"5";"cRPE"
"mental";"id5";"1";"RPE"
"visual";"id47";"2";"RPE"
"visualStop";"id71";"5";"cRPE"
"mental";"id111";"1";"RPE"
"mental";"id24";"2";"RPE"
"visual";"id121";"4";"cRPE"
"visualStop";"id124";"3";"cRPE"
"visual";"id134";"9";"RPE"
"visualStop";"id44";"1";"RPE"
"mental";"id111";"5";"cRPE"
"visual";"id144";"3";"cRPE"
"visualStop";"id36";"4";"RPE"
"mental";"id84";"1";"RPE"
"visualStop";"id11";"5";"cRPE"
"visualStop";"id76";"2";"cRPE"
"visualStop";"id84";"5";"cRPE"
"visualStop";"id138";"4";"cRPE"
"visualStop";"id12";"1";"RPE"
"visualStop";"id66";"1";"RPE"
"visualStop";"id43";"4";"cRPE"
"mental";"id16";"6";"cRPE"
"visual";"id94";"1";"cRPE"
"visual";"id54";"5";"cRPE"
"visualStop";"id90";"4";"cRPE"
"visual";"id65";"5";"cRPE"
"mental";"id75";"1";"RPE"
"visualStop";"id38";"4";"cRPE"
"visual";"id112";"1";"RPE"
"visual";"id11";"5";"cRPE"
"mental";"id98";"1";"RPE"
"mental";"id98";"5";"cRPE"
"visualStop";"id49";"1";"RPE"
"mental";"id7";"4";"cRPE"
"visual";"id94";"2";"cRPE"
"mental";"id99";"1";"RPE"
"visualStop";"id76";"1";"RPE"
"visualStop";"id28";"4";"cRPE"
"visualStop";"id123";"2";"RPE"
"visualStop";"id125";"3";"cRPE"
"mental";"id124";"4";"cRPE"
"mental";"id6";"4";"cRPE"
"visual";"id43";"5";"RPE"
"mental";"id62";"4";"cRPE"
"visual";"id43";"3";"RPE"
"visual";"id2";"5";"cRPE"
"mental";"id150";"5";"cRPE"
"visual";"id69";"4";"cRPE"
"mental";"id23";"3";"cRPE"
"visualStop";"id132";"2";"cRPE"
"visual";"id25";"2";"cRPE"
"mental";"id2";"1";"RPE"
"visual";"id144";"1";"RPE"
"visual";"id144";"3";"cRPE"
"visualStop";"id66";"5";"cRPE"
"visual";"id84";"1";"RPE"
"mental";"id40";"4";"RPE"
"visual";"id87";"4";"cRPE"
"visualStop";"id4";"6";"RPE"
"visualStop";"id104";"3";"cRPE"
"mental";"id105";"1";"RPE"
"visual";"id41";"3";"cRPE"
"visual";"id33";"3";"RPE"
"visual";"id80";"3";"RPE"
"visual";"id86";"1";"RPE"
"visualStop";"id45";"4";"RPE"
"mental";"id106";"1";"RPE"
"mental";"id12";"6";"cRPE"
"visualStop";"id87";"1";"RPE"
"visualStop";"id76";"1";"RPE"
"visual";"id59";"2";"RPE"
"mental";"id49";"2";"RPE"
"mental";"id24";"5";"cRPE"
"visualStop";"id137";"6";"cRPE"
"visualStop";"id145";"3";"cRPE"
"visual";"id72";"5";"RPE"
"visualStop";"id129";"3";"RPE"
"visual";"id55";"3";"RPE"
"mental";"id77";"2";"RPE"
"visual";"id110";"2";"cRPE"
"visual";"id63";"2";"cRPE"
"visual";"id104";"4";"cRPE"
"visualStop";"id127";"3";"cRPE"
"visual";"id73";"1";"RPE"
"visual";"id65";"3";"RPE"
"visualStop";"id46";"1";"RPE"
"mental";"id66";"1";"RPE"
"visualStop";"id26";"5";"RPE"
"mental";"id7";"3";"RPE"
"mental";"id32";"1";"RPE"
"visual";"id138";"4";"cRPE"
"visual";"id142";"1";"RPE"
"visualStop";"id89";"1";"RPE"
"mental";"id98";"2";"cRPE"
"visualStop";"id15";"3";"RPE"
"visualStop";"id15";"3";"RPE"
"visual";"id14";"1";"RPE"
"visualStop";"id16";"4";"cRPE"
"visualStop";"id91";"1";"RPE"
"mental";"id46";"1";"RPE"
"visualStop";"id135";"3";"RPE"
"visualStop";"id95";"1";"RPE"
"visual";"id89";"1";"RPE"
"mental";"id81";"3";"cRPE"
"visualStop";"id135";"3";"RPE"
"visualStop";"id125";"3";"cRPE"
"visual";"id67";"4";"RPE"
"visual";"id11";"5";"cRPE"
"visual";"id105";"1";"RPE"
"mental";"id89";"5";"cRPE"
"mental";"id10";"4";"RPE"
"mental";"id76";"4";"cRPE"
"visual";"id110";"1";"RPE"
"mental";"id30";"1";"RPE"
"visual";"id114";"5";"cRPE"
"visual";"id133";"1";"RPE"
"visual";"id110";"1";"RPE"
"mental";"id116";"2";"RPE"
"mental";"id91";"2";"RPE"
"mental";"id136";"5";"RPE"
"mental";"id102";"3";"cRPE"
"visualStop";"id117";"2";"cRPE"
"visual";"id67";"3";"cRPE"
"mental";"id47";"3";"cRPE"
"mental";"id46";"1";"RPE"
"mental";"id93";"5";"cRPE"
"visual";"id53";"2";"RPE"
"visual";"id37";"1";"cRPE"
"mental";"id64";"1";"RPE"
"visual";"id148";"1";"RPE"
"visualStop";"id75";"2";"cRPE"
"mental";"id59";"2";"RPE"
"visual";"id8";"5";"RPE"
"mental";"id53";"5";"cRPE"
"visualStop";"id136";"5";"RPE"
"visualStop";"id32";"3";"cRPE"
"visual";"id135";"4";"RPE"
"visualStop";"id46";"1";"RPE"
"visual";"id24";"3";"RPE"
"visual";"id86";"2";"cRPE"
"visual";"id57";"2";"cRPE"
"visual";"id80";"5";"cRPE"
"visualStop";"id144";"4";"cRPE"
"visualStop";"id53";"3";"RPE"
"mental";"id94";"3";"cRPE"
"mental";"id13";"4";"cRPE"
"mental";"id95";"1";"RPE"
"visualStop";"id69";"4";"cRPE"
"visual";"id57";"2";"cRPE"
"mental";"id33";"6";"cRPE"
"mental";"id63";"3";"cRPE"
"visual";"id31";"3";"RPE"
"mental";"id15";"3";"RPE"
"visual";"id114";"4";"RPE"
"visual";"id149";"3";"cRPE"
"visual";"id86";"2";"cRPE"
"mental";"id59";"3";"RPE"
"visualStop";"id59";"2";"RPE"
"visualStop";"id21";"5";"cRPE"
"visual";"id3";"2";"cRPE"
"visual";"id95";"1";"RPE"
"mental";"id83";"4";"cRPE"
"visual";"id6";"1";"RPE"
"visual";"id145";"3";"cRPE"
"visual";"id40";"4";"RPE"
"mental";"id82";"6";"cRPE"
"mental";"id115";"3";"RPE"
"mental";"id44";"4";"cRPE"
"visual";"id109";"5";"cRPE"
"mental";"id5";"5";"cRPE"
"mental";"id59";"5";"cRPE"
"visual";"id73";"4";"cRPE"
"visualStop";"id47";"3";"cRPE"
"visual";"id13";"1";"RPE"
"mental";"id37";"1";"RPE"
"visual";"id137";"4";"cRPE"
"visual";"id33";"5";"cRPE"
"visualStop";"id65";"5";"cRPE"
"visualStop";"id108";"4";"cRPE"
"visual";"id72";"5";"RPE"
"visualStop";"id72";"6";"cRPE"
"visual";"id12";"1";"RPE"
"mental";"id69";"1";"RPE"
"visualStop";"id143";"5";"cRPE"
"mental";"id145";"5";"cRPE"
"mental";"id128";"5";"cRPE"
"mental";"id88";"1";"RPE"
"visual";"id15";"3";"RPE"
"visualStop";"id1";"1";"RPE"
"mental";"id93";"2";"RPE"
"visual";"id59";"3";"cRPE"
"visual";"id36";"4";"cRPE"
"visualStop";"id100";"3";"RPE"
"visual";"id18";"4";"cRPE"
"mental";"id132";"1";"RPE"
"visualStop";"id2";"1";"RPE"
"visualStop";"id35";"1";"RPE"
"mental";"id87";"6";"cRPE"
"mental";"id44";"2";"RPE"
"mental";"id126";"6";"cRPE"
"visualStop";"id28";"4";"cRPE"
"visual";"id147";"6";"RPE"
"visual";"id79";"4";"cRPE"
"mental";"id108";"1";"RPE"
"visualStop";"id54";"2";"RPE"
"mental";"id50";"1";"RPE"
"mental";"id80";"3";"RPE"
"mental";"id92";"2";"cRPE"
"visualStop";"id4";"5";"RPE"
"visual";"id132";"1";"RPE"
"mental";"id138";"4";"cRPE"
"visualStop";"id68";"1";"RPE"
"mental";"id81";"3";"cRPE"
"mental";"id64";"6";"cRPE"
"visual";"id149";"3";"RPE"
"visual";"id36";"3";"cRPE"
"mental";"id94";"1";"RPE"
"visualStop";"id132";"2";"cRPE"
"visual";"id149";"3";"cRPE"
"mental";"id95";"1";"cRPE"
"mental";"id89";"6";"cRPE"
"visualStop";"id29";"1";"RPE"
"visual";"id46";"1";"cRPE"
"visual";"id75";"2";"cRPE"
"visualStop";"id150";"4";"RPE"
"visualStop";"id111";"1";"RPE"
"visual";"id71";"3";"RPE"
"visualStop";"id79";"1";"RPE"
"visual";"id65";"3";"RPE"
"visualStop";"id18";"5";"cRPE"
"visual";"id68";"4";"cRPE"
"visualStop";"id31";"4";"RPE"
"mental";"id119";"5";"cRPE"
"mental";"id139";"1";"RPE"
"visualStop";"id30";"1";"RPE"
"visualStop";"id120";"4";"cRPE"
"visual";"id97";"1";"RPE"
"visualStop";"id96";"6";"cRPE"
"visual";"id134";"5";"RPE"
"mental";"id24";"4";"cRPE"
"visualStop";"id14";"4";"cRPE"
"visual";"id117";"2";"cRPE"
"visual";"id70";"7";"cRPE"
"visual";"id15";"5";"cRPE"
"visual";"id3";"1";"RPE"
"visualStop";"id21";"1";"RPE"
"visual";"id58";"1";"RPE"
"visualStop";"id22";"5";"cRPE"
"visual";"id113";"1";"RPE"
"visualStop";"id12";"1";"RPE"
"visual";"id144";"1";"RPE"
"visual";"id102";"1";"RPE"
"visual";"id63";"1";"RPE"
"visualStop";"id139";"1";"RPE"
"visualStop";"id16";"3";"cRPE"
"mental";"id136";"5";"RPE"
"mental";"id19";"1";"RPE"
"visualStop";"id41";"1";"RPE"
"visualStop";"id101";"3";"cRPE"
"visual";"id140";"3";"RPE"
"visualStop";"id61";"5";"cRPE"
"mental";"id43";"4";"cRPE"
"mental";"id120";"1";"RPE"
"visual";"id143";"3";"cRPE"
"visualStop";"id121";"1";"RPE"
"visual";"id55";"3";"RPE"
"visual";"id45";"1";"cRPE"
"visualStop";"id44";"3";"cRPE"
"visual";"id40";"4";"cRPE"
"visual";"id86";"1";"RPE"
"visual";"id50";"1";"cRPE"
"mental";"id88";"1";"RPE"
"mental";"id78";"1";"cRPE"
"mental";"id148";"1";"RPE"
"visual";"id142";"2";"cRPE"
"visual";"id134";"4";"cRPE"
"visual";"id142";"1";"RPE"
"visual";"id84";"4";"cRPE"
"mental";"id37";"1";"cRPE"
"mental";"id54";"3";"RPE"
"visualStop";"id20";"5";"cRPE"
"visual";"id39";"4";"cRPE"
"mental";"id20";"6";"cRPE"
"visualStop";"id126";"5";"cRPE"
"visual";"id11";"3";"RPE"
"visualStop";"id119";"1";"RPE"
"visual";"id60";"3";"RPE"
"visual";"id8";"4";"RPE"
"visualStop";"id47";"2";"RPE"
"visual";"id78";"1";"RPE"
"mental";"id116";"6";"cRPE"
"mental";"id36";"5";"RPE"
"visual";"id142";"3";"cRPE"
"visual";"id118";"1";"RPE"
"mental";"id4";"7";"RPE"
"mental";"id99";"4";"cRPE"
"visualStop";"id130";"3";"cRPE"
"visualStop";"id23";"1";"RPE"
"visual";"id101";"4";"cRPE"
"mental";"id17";"5";"cRPE"
"visual";"id116";"4";"cRPE"
"visualStop";"id31";"3";"RPE"
"mental";"id61";"4";"cRPE"
"mental";"id57";"4";"cRPE"
"mental";"id54";"3";"RPE"
"visualStop";"id97";"3";"cRPE"
"mental";"id107";"5";"cRPE"
"visual";"id141";"4";"cRPE"
"mental";"id24";"5";"cRPE"
"mental";"id38";"1";"RPE"
"mental";"id24";"2";"RPE"
"visual";"id27";"5";"cRPE"
"visual";"id51";"1";"RPE"
"visual";"id96";"5";"RPE"
"visual";"id40";"3";"RPE"
"visualStop";"id78";"3";"cRPE"
"mental";"id11";"3";"RPE"
"visual";"id124";"1";"RPE"
"visualStop";"id44";"4";"cRPE"
"visualStop";"id133";"1";"RPE"
"mental";"id22";"2";"RPE"
"visualStop";"id7";"4";"cRPE"
"visualStop";"id128";"5";"cRPE"
"visual";"id150";"5";"RPE"
"visual";"id80";"4";"cRPE"
"visual";"id53";"4";"cRPE"
"mental";"id147";"3";"RPE"
"visualStop";"id16";"1";"RPE"
"visual";"id129";"3";"RPE"
"visual";"id16";"1";"RPE"
"visualStop";"id129";"3";"RPE"
